Cartes rejetees
Joueur;Dimension;Locomotion;Equipement1;Equipement2;Equipement3
J 1;TresGrandeCapacite;Ailes;CentraleRecyclage;CameraThermique;StudioEnregistrement
Tour no° 1
Joueur;Dimension;Loco;Conduite;Equi1;Equi2;Equi3
J 1;PetitRobot;Rampant;Autonome;M SiegeEjectable;P SondesMesures;A LaboratoireAnalyses
